202.891	78.854	72.787
131.203	81.529	14.931
136.037	57.882	51.407
107.021	32.845	2.137
330.764	73.985	24.561
341.85	81.861	81.461
132.411	33.417	3.159
358.066	55.069	4.546
267.525	71.696	84.696
52.011	89.907	5.491
358.264	62.778	89.821
225.062	84.584	39.395
276.864	65.75	18.177
265.647	56.28	81.458
68.018	52.791	62.866
27.577	50.135	73.8
23.665	38.282	47.212
254.836	84.225	56.076
282.731	56.44	32.139
267.58	17.877	55.079
118.744	86.795	57.529
304.946	30.195	53.719
224.677	70.063	28.747
237.96	36.641	72.619
226.864	66.271	22.833
307.868	86.206	38.503
39.827	36.095	12.124
310.89	76.736	22.459
329.292	66.509	38.95
137.883	89.755	37.613
237.576	31.229	5.837
350.782	39.116	78.335
164.382	89.785	67.557
145.694	71.872	89.335
90.75	79.089	22.292
223.315	27.703	84.518
280.676	49.792	59.108
229.083	55.282	37.984
142.904	69.497	3.296
102.802	74.918	36.687
98.133	47.122	82.002
186.466	49.093	39.467
127.83	72.108	62.756
142.145	86.11	60.817
350.848	62.352	87.297
21.896	71.907	70.603
115.887	61.01	0.824
125.929	32.579	84.809
220.524	66.972	1.675
164.053	30.914	84.309
96.232	70.028	20.888
324.557	37.116	85.806
290.356	31.202	11.217
261.999	5.717	1.382
276.919	81.267	4.227
125.49	49.918	30.892
149.946	84.798	49.066
205.209	86.905	41.92
153.648	30.307	43.793
203.693	44.814	70.062
124.611	88.937	88.058
228.336	56.605	88.514
173.018	52.554	9.226
196.804	60.486	85.685
122.216	67.92	11.572
212.801	83.203	55.645
248.507	42.983	82.408
71.336	87.35	69.405
276.688	40.871	19.776
20.71	47.886	2.942
330.479	72.018	33.644
304.616	28.974	79.892
128.126	63.304	16.656
61.547	13.156	66.763
278.457	63.329	0.681
150.649	80.991	82.713
11.558	39.541	20.542
292.608	68.22	33.02
202.067	66.555	10.781
305.759	26.626	40.101
228.512	55.939	56.164
2.516	41.555	30.049
103.978	53.355	79.549
350.727	30.094	39.368
201.858	29.024	22.506
160.845	27.083	51.69
358.286	86.604	55.727
61.141	83.332	20.833
294.673	37.136	70.169
11.119	69.132	64.379
10.525	79.547	73.627
205.451	69.702	48.594
55.164	56.084	72.023
341.806	10.843	65.524
104.23	87.079	89.344
24.808	77.283	27.082
78.313	55.766	16.043
20.666	73.59	62.487
15.228	76.169	22.962
38.42	44.819	75.943
148.177	88.428	61.869
346.047	85.124	50.893
236.18	65.042	85.905
74.852	84.989	28.554
149.507	79.143	30.881
120.699	86.248	45.172
173.49	61.83	62.932
337.214	73.892	26.959
93.947	73.17	85.767
101.747	67.427	57.894
